Year,Country,Economic_Rank,Institutional_Rank,Quality_of_Life_Rank,Sustainability_Index_FA,Ease_of_Living_Rank
1985,Sub-Saharan Africa (IDA & IBRD countries),7,147,216,-0.88345,175
1985,Trinidad and Tobago,129,110,76,0.10632,112
1985,Tuvalu,105,194,138,-0.69678,160
1985,Tanzania,111,147,207,-0.88345,229
1985,Uganda,105,147,214,-0.88345,231
1985,Ukraine,102,35,30,0.46212,52
1985,Upper middle income,20,128,120,-0.29977,97
1985,Uzbekistan,145,75,55,0.2096,90
1985,St. Vincent and the Grenadines,98,114,74,0.09625,105
1985,Venezuela,131,90,56,0.22428,85
1985,British Virgin Islands,76,25,20,0.47839,27
1985,Virgin Islands (U.S.),131,126,64,0.05227,110
1985,Vanuatu,145,127,116,-0.44242,135
1985,World,131,142,129,-0.43464,145
1985,Samoa,61,158,133,-0.5379,140
1985,Kosovo,24,83,69,0.23607,45
1985,"Yemen, Rep.",131,174,160,-0.8259,203
1985,Zambia,131,156,163,-0.80991,200
1985,Zimbabwe,131,189,137,-0.80908,162
1986,Aruba,98,52,42,0.38632,52
1986,Africa Eastern and Southern,137,153,238,-0.88345,231
1986,Afghanistan,137,153,221,-0.88345,224
1986,Africa Western and Central,137,153,237,-0.88345,230
1986,Angola,137,153,236,-0.88345,229
1986,Albania,137,36,99,-0.02522,105
1986,Arab World,114,189,164,-0.72265,185
1986,Armenia,96,42,108,0.11226,94
1986,Antigua and Barbuda,114,55,70,0.1555,83
1986,Azerbaijan,90,141,86,0.106,100
1986,Burundi,105,153,214,-0.88345,217
1986,Benin,12,178,189,-1.04627,161
1986,Burkina Faso,105,153,226,-0.88345,219
1986,Bangladesh,32,173,201,-0.83312,167
1986,"Bahamas, The",90,62,75,0.06665,75
1986,Bosnia And Herzegovina,82,69,81,-0.3851,96
1986,Belarus,95,61,45,0.21997,61
1986,Belize,12,144,125,-0.29999,95
1986,Bermuda,12,34,20,0.38478,17
1986,Bolivia,81,186,170,-0.81293,179
1986,Barbados,92,57,31,0.08424,55
1986,Brunei Darussalam,105,100,61,0.24373,76
1986,Bhutan,81,152,206,-0.89553,193
1986,Botswana,81,132,124,-0.50516,124
1986,Central African Republic,17,170,204,-0.78067,158
1986,Central Europe and the Baltics,148,60,63,0.28546,84
1986,Channel Islands,148,46,21,0.40084,51
1986,Ivory Coast,14,151,181,-0.99587,149
1986,Cameroon,17,160,180,-1.01432,151
1986,"Congo, Dem. Rep.",152,153,219,-0.88345,226
1986,"Congo, Rep.",145,186,170,-0.81293,198
1986,Comoros,152,172,202,-0.82128,214
1986,Cabo Verde,105,166,139,-0.53315,144
1986,Caribbean small states,17,20,103,0.10815,40
1986,Cuba,48,49,19,0.38533,27
1986,Curacao,67,104,79,0.17476,71
1986,Czech Republic,40,146,83,0.27213,67
1986,Djibouti,13,177,198,-0.87285,159
1986,Dominica,13,137,88,0.08445,55
1986,Dominican Republic,13,164,141,-0.54387,120
1986,East Asia & Pacific (excluding high income),149,123,97,0.17837,113
1986,Early-demographic dividend,13,195,160,-0.81782,140
1986,East Asia & Pacific,149,11,104,-0.0309,103
1986,Europe & Central Asia (excluding high income),22,90,68,0.20951,38
1986,Europe & Central Asia,36,56,50,0.14503,39
1986,Euro area,36,45,30,0.13893,32
1986,Eritrea,36,183,194,-0.99432,175
1986,Estonia,37,33,56,0.52246,30
1986,Ethiopia,36,153,233,-0.88345,200
1986,European Union,20,31,17,0.34343,18
1986,Fragile and conflict affected situations,20,180,197,-0.88423,163
1986,Fiji,20,161,132,-0.22192,104
1986,Faroe Islands,20,51,29,0.26139,26
1986,"Micronesia, Fed. Sts.",104,116,116,-0.46697,126
1986,Gabon,107,198,154,-0.87256,173
1986,Ghana,33,174,188,-1.05349,167
1986,Gibraltar,72,12,6,0.85141,16
1986,Guinea,72,182,193,-0.96325,189
1986,"Gambia, The",107,178,190,-1.04627,205
1986,Guinea-Bissau,72,171,200,-0.8943,187
1986,Equatorial Guinea,142,177,199,-0.88895,212
1986,Grenada,72,108,98,0.17488,88
1986,Greenland,72,127,138,-0.20342,122
1986,Guatemala,72,199,153,-0.83684,155
1986,Guam,72,95,91,0.11977,80
1986,Guyana,61,203,146,-0.69678,143
1986,High income,61,85,59,0.24011,49
1986,Honduras,61,140,137,-0.27475,119
1986,Heavily indebted poor countries (HIPC),61,153,218,-0.88345,203
1986,Haiti,61,151,182,-0.99587,174
1986,IBRD only,119,165,143,-0.57289,152
1986,IDA & IBRD total,119,194,151,-0.68339,170
1986,IDA total,9,155,175,-0.82893,145
1986,IDA blend,115,157,183,-1.00355,201
1986,IDA only,9,169,186,-1.10844,157
1986,Isle of Man,42,13,105,-0.12986,60
1986,Iraq,85,155,174,-0.83518,179
1986,Jamaica,16,81,93,-0.0331,47
1986,Kazakhstan,91,59,77,0.02768,79
1986,Kenya,97,162,172,-0.80991,180
1986,Kyrgyz Republic,43,202,148,-0.64492,141
1986,Cambodia,17,169,185,-1.10844,160
1986,Kiribati,97,158,173,-0.83715,183
1986,St. Kitts and Nevis,84,125,118,-0.24549,117
1986,Latin America & Caribbean (excluding high income),41,106,121,-0.5404,108
1986,Lao PDR,43,187,168,-0.68899,156
1986,Lebanon,49,206,166,-0.67613,182
1986,Liberia,50,153,216,-0.88345,194
1986,Libya,44,15,106,-0.14451,64
1986,St. Lucia,84,176,94,-0.01848,109
1986,Latin America & Caribbean,41,105,120,-0.23406,103
1986,Least developed countries: UN classification,41,153,226,-0.88345,199
1986,Low income,44,153,220,-0.88345,197
1986,Sri Lanka,84,136,89,-0.02966,101
1986,Lower middle income,44,159,179,-1.01432,169
1986,Low & middle income,44,190,163,-0.74689,150
1986,Lesotho,50,193,161,-0.86105,153
1986,Late-demographic dividend,43,20,102,0.02685,59
1986,Lithuania,45,9,37,-0.02325,29
1986,Luxembourg,88,82,44,0.19325,66
1986,Latvia,41,30,32,0.42049,28
1986,St. Martin (French part),84,97,64,0.1581,72
1986,Moldova,113,77,67,-0.00948,91
1986,Madagascar,88,153,215,-0.88345,214
1986,Maldives,88,155,176,-0.84169,182
1986,Middle East & North Africa,104,201,149,-0.62801,164
1986,Marshall Islands,64,188,156,-0.69705,147
1986,Middle income,110,199,152,-0.83684,172
1986,North Macedonia,86,148,73,0.07092,93
1986,Mali,64,153,228,-0.88345,208
1986,Myanmar,133,153,210,-0.88345,215
1986,Middle East & North Africa (excluding high income),110,179,158,-0.62361,171
1986,Montenegro,63,68,41,0.39083,43
1986,Mozambique,133,153,233,-0.88345,225
1986,Mauritania,103,181,192,-0.96525,202
1986,Mauritius,103,103,119,-0.20754,119
1986,Malawi,88,153,225,-0.88345,216
1986,North America,87,102,65,0.13696,74
1986,Namibia,146,168,184,-1.10844,211
1986,New Caledonia,69,40,57,0.21044,45
1986,Niger,127,153,234,-0.88345,227
1986,Nigeria,127,172,203,-0.82128,209
1986,Nauru,146,189,165,-0.72294,191
1986,OECD members,3,19,16,0.90077,9
1986,Oman,3,120,128,-0.20811,73
1986,Other small states,131,145,130,-0.14098,133
1986,Papua New Guinea,57,153,208,-0.88345,186
1986,Pre-demographic dividend,120,153,229,-0.88345,223
1986,Puerto Rico,19,38,15,0.96218,12
1986,"Korea, Dem. People's Rep.",43,103,119,-0.20754,102
1986,Paraguay,144,119,126,-0.27651,131
1986,Pacific island small states,131,73,110,-0.04375,114
1986,Post-demographic dividend,120,84,12,0.60292,41
1986,French Polynesia,30,72,62,0.21638,37
1986,Romania,89,37,60,0.30525,56
1986,Russia,70,96,33,0.10377,50
1986,Rwanda,71,153,213,-0.88345,206
1986,South Asia,121,109,136,-0.10977,132
1986,Sudan,5,153,211,-0.88345,165
1986,Senegal,54,180,196,-0.99764,181
1986,Solomon Islands,39,196,150,-0.60364,139
1986,Sierra Leone,51,153,231,-0.88345,204
1986,El Salvador,142,186,169,-0.81293,195
1986,Somalia,121,153,224,-0.88345,222
1986,Serbia,83,101,76,0.14013,82
1986,Sub-Saharan Africa (excluding high income),5,153,230,-0.88345,177
1986,South Sudan,73,153,232,-0.88345,213
1986,Sub-Saharan Africa,5,153,235,-0.88345,180
1986,Small states,39,197,147,-0.62774,138
1986,Sao Tome and Principe,55,156,205,-0.88119,178
1986,Suriname,5,128,131,-0.30011,87
1986,Slovakia,46,110,74,-0.11543,69
1986,Eswatini,36,200,155,-0.72146,143
1986,Sint Maarten (Dutch part),51,64,40,0.3399,38
1986,Seychelles,78,124,85,0.09625,90
1986,Turks and Caicos Islands,151,75,111,-0.17405,121
1986,Chad,148,153,228,-0.88345,228
1986,East Asia & Pacific (IDA & IBRD countries),149,58,96,0.13242,106
1986,Europe & Central Asia (IDA & IBRD countries),36,16,107,0.06614,54
1986,Togo,112,153,207,-0.88345,207
1986,Tajikistan,76,131,82,-0.10354,97
1986,Turkmenistan,151,138,72,0.05394,110
1986,Latin America & the Caribbean (IDA & IBRD countries),41,105,120,-0.23406,103
1986,Timor-Leste,112,153,217,-0.88345,220
1986,Middle East & North Africa (IDA & IBRD countries),104,175,159,-0.61376,167
1986,Tonga,123,122,117,-0.32857,127
1986,South Asia (IDA & IBRD),73,109,136,-0.10977,118
1986,Sub-Saharan Africa (IDA & IBRD countries),5,153,227,-0.88345,176
1986,Trinidad and Tobago,124,126,84,0.09625,106
1986,Tuvalu,111,167,142,-0.54728,148
1986,Tanzania,112,153,212,-0.88345,218
1986,Uganda,111,153,222,-0.88345,221
1986,Ukraine,109,18,36,0.7096,35
1986,Upper middle income,15,114,122,-0.55438,98
1986,Uzbekistan,126,83,66,0.20032,86
1986,St. Vincent and the Grenadines,84,126,84,0.09625,92
1986,Venezuela,130,147,87,0.06538,111
1986,British Virgin Islands,79,22,18,0.34708,32
1986,Virgin Islands (U.S.),130,89,71,0.09985,99
1986,Vanuatu,126,191,145,-0.76907,166
1986,World,130,129,123,-0.54533,136
1986,Samoa,71,163,140,-0.58214,137
1986,Kosovo,43,92,78,0.24369,58
1986,"Yemen, Rep.",130,162,171,-0.80991,192
1986,Zambia,130,154,178,-0.88678,196
1986,Zimbabwe,130,185,144,-0.65368,162
1987,Aruba,102,62,30,0.27758,56
1987,Africa Eastern and Southern,128,144,225,-0.88345,228
1987,Afghanistan,128,144,214,-0.88345,223
1987,Africa Western and Central,128,144,228,-0.88345,231
1987,Angola,128,144,227,-0.88345,230
1987,Albania,128,137,88,0.03645,118
1987,Arab World,132,184,159,-0.72294,187
1987,Armenia,101,31,109,-0.12148,99
1987,Antigua and Barbuda,132,130,68,0.17139,103
1987,Azerbaijan,98,123,81,0.15076,94
1987,Burundi,84,144,218,-0.88345,214
1987,Benin,27,175,186,-0.96325,162
1987,Burkina Faso,84,174,184,-0.96945,193
1987,Bangladesh,38,164,194,-0.83192,167
1987,"Bahamas, The",98,79,84,0.04152,87
1987,Bosnia And Herzegovina,93,91,74,-0.32139,93
1987,Belarus,100,81,50,0.29293,67
1987,Belize,27,16,101,0.09046,49
1987,Bermuda,27,42,25,0.38533,23
1987,Bolivia,92,142,173,-0.99587,185
1987,Barbados,100,70,31,0.3159,55
1987,Brunei Darussalam,84,101,76,-0.07444,84
1987,Bhutan,90,176,188,-0.99528,196
1987,Botswana,92,54,105,-0.03354,97
1987,Central African Republic,21,168,190,-0.88691,155
1987,Central Europe and the Baltics,125,87,59,0.19812,83
1987,Channel Islands,125,65,19,0.67262,44
1987,Ivory Coast,12,147,168,-0.83538,144
1987,Cameroon,21,165,179,-1.05275,154
1987,"Congo, Dem. Rep.",158,144,210,-0.88345,229
1987,"Congo, Rep.",154,153,165,-0.80991,198
1987,Comoros,158,166,193,-0.83192,217
1987,Cabo Verde,84,127,129,-0.26548,122
1987,Caribbean small states,21,135,90,0.05438,66
1987,Cuba,64,42,25,0.38533,33
1987,Curacao,65,76,57,0.20454,52
1987,Czech Republic,45,170,79,0.24534,77
1987,Djibouti,9,144,200,-0.88345,157
1987,Dominica,9,131,79,0.05661,57
1987,Dominican Republic,9,17,100,0.10007,42
1987,East Asia & Pacific (excluding high income),161,135,90,0.05438,123
1987,Early-demographic dividend,9,171,156,-0.64278,137
1987,East Asia & Pacific,161,24,97,0.1919,101
1987,Europe & Central Asia (excluding high income),16,137,87,0.04728,64
1987,Europe & Central Asia,43,82,42,0.31124,43
1987,Euro area,43,53,9,0.84971,16
1987,Eritrea,43,144,210,-0.88345,194
1987,Estonia,42,22,54,0.54107,32
1987,Ethiopia,43,173,185,-0.96995,173
1987,European Union,15,115,12,0.62388,18
1987,Fragile and conflict affected situations,15,165,180,-1.05349,153
1987,Fiji,15,127,129,-0.26548,92
1987,Faroe Islands,15,53,9,0.84971,15
1987,"Micronesia, Fed. Sts.",107,107,118,-0.46697,128
1987,Gabon,126,202,146,-0.81529,175
1987,Ghana,33,144,202,-0.88345,168
1987,Gibraltar,70,86,17,0.60292,28
1987,Guinea,71,165,181,-1.05349,183
1987,"Gambia, The",126,144,203,-0.88345,215
1987,Guinea-Bissau,71,165,178,-1.05275,182
1987,Equatorial Guinea,153,148,170,-1.04939,205
1987,Grenada,70,124,91,0.04021,85
1987,Greenland,70,113,131,-0.20342,121
1987,Guatemala,70,189,148,-0.68339,145
1987,Guam,70,106,75,-0.03432,78
1987,Guyana,52,186,140,-0.79605,140
1987,High income,52,40,29,0.36171,35
1987,Honduras,52,154,133,-0.24221,124
1987,Heavily indebted poor countries (HIPC),52,164,195,-0.83312,177
1987,Haiti,52,169,183,-1.04651,178
1987,IBRD only,137,156,136,-0.54728,151
1987,IDA & IBRD total,137,192,143,-0.62774,163
1987,IDA total,23,147,167,-0.83538,147
1987,IDA blend,135,146,169,-0.84175,195
1987,IDA only,23,168,191,-0.87285,159
1987,Isle of Man,44,21,94,0.01007,59
1987,Iraq,108,180,161,-0.67392,184
1987,Jamaica,14,155,86,0.07149,65
1987,Kazakhstan,99,48,72,0.2639,74
1987,Kenya,97,142,174,-0.99587,190
1987,Kyrgyz Republic,39,186,139,-0.79605,138
1987,Cambodia,21,157,176,-1.09562,152
1987,Kiribati,97,182,162,-0.68989,179
1987,St. Kitts and Nevis,41,93,116,-0.49242,102
1987,Latin America & Caribbean (excluding high income),48,100,122,-0.5404,111
1987,Lao PDR,39,144,199,-0.88345,172
1987,Lebanon,57,204,155,-0.52613,171
1987,Liberia,62,144,211,-0.88345,200
1987,Libya,53,58,110,-0.30929,90
1987,St. Lucia,41,143,89,0.08678,80
1987,Latin America & Caribbean,48,111,119,-0.24549,104
1987,Least developed countries: UN classification,48,144,213,-0.88345,196
1987,Low income,56,144,215,-0.88345,199
1987,Sri Lanka,41,77,83,0.17359,60
1987,Lower middle income,56,160,177,-1.10844,176
1987,Low & middle income,53,191,157,-0.68138,150
1987,Lesotho,61,181,163,-0.71759,158
1987,Late-demographic dividend,39,15,95,0.07848,51
1987,Lithuania,54,9,39,-0.02325,35
1987,Luxembourg,103,96,52,0.33675,70
1987,Latvia,48,11,37,0.12577,30
1987,St. Martin (French part),41,94,61,0.24373,50
1987,Moldova,116,84,60,0.22864,80
1987,Madagascar,103,144,207,-0.88345,218
1987,Maldives,103,187,158,-0.59833,169
1987,Middle East & North Africa,107,126,130,-0.12941,130
1987,Marshall Islands,77,190,153,-0.85876,161
1987,Middle income,115,193,150,-0.82848,170
1987,North Macedonia,96,129,69,0.07092,89
1987,Mali,77,144,220,-0.88345,210
1987,Myanmar,109,144,204,-0.88345,213
1987,Middle East & North Africa (excluding high income),115,178,137,-0.66823,154
1987,Montenegro,74,90,66,-0.03462,69
1987,Mozambique,109,144,221,-0.88345,224
1987,Mauritania,106,181,164,-0.82249,192
1987,Mauritius,106,121,126,-0.44372,131
1987,Malawi,103,144,219,-0.88345,221
1987,North America,94,38,38,0.14658,53
1987,Namibia,140,160,177,-1.10844,208
1987,New Caledonia,36,118,82,-0.02966,68
1987,Niger,122,144,224,-0.88345,227
1987,Nigeria,122,163,196,-0.82128,206
1987,Nauru,140,185,160,-0.70231,191
1987,OECD members,2,74,62,0.22588,31
1987,Oman,2,120,125,-0.44242,82
1987,Other small states,120,125,124,-0.50182,134
1987,Papua New Guinea,67,144,201,-0.88345,186
1987,Pre-demographic dividend,124,144,218,-0.88345,226
1987,Puerto Rico,24,43,24,0.37103,22
1987,"Korea, Dem. People's Rep.",39,64,112,-0.34552,86
1987,Paraguay,118,59,111,-0.34408,120
1987,Pacific island small states,120,95,120,-0.21434,125
1987,Post-demographic dividend,124,34,22,0.67622,38
1987,French Polynesia,29,72,55,0.18788,39
1987,Russia,80,102,35,0.1955,58
1987,Rwanda,86,144,212,-0.88345,212
1987,South Asia,127,172,189,-0.99764,211
1987,Sudan,4,144,223,-0.88345,179
1987,Senegal,72,169,182,-1.04627,184
1987,Solomon Islands,47,196,142,-0.69678,141
1987,Sierra Leone,59,144,221,-0.88345,202
1987,El Salvador,153,179,154,-0.78241,187
1987,Somalia,127,144,216,-0.88345,225
1987,Serbia,95,116,71,0.12484,84
1987,Sub-Saharan Africa (excluding high income),4,144,217,-0.88345,174
1987,South Sudan,83,144,222,-0.88345,216
1987,Sub-Saharan Africa,4,144,226,-0.88345,181
1987,Small states,47,59,111,-0.34408,89
1987,Sao Tome and Principe,73,151,166,-0.83596,164
1987,Suriname,4,60,103,0.04111,53
1987,Slovakia,55,56,44,0.1536,47
1987,Eswatini,43,197,151,-0.85377,145
1987,Sint Maarten (Dutch part),58,78,43,0.37891,45
1987,Seychelles,91,99,121,-0.21618,119
1987,Turks and Caicos Islands,150,60,103,0.04111,114
1987,Chad,125,145,198,-0.8921,209
1987,East Asia & Pacific (IDA & IBRD countries),161,18,102,0.06614,106
1987,Europe & Central Asia (IDA & IBRD countries),43,19,99,0.19634,55
1987,Togo,121,188,149,-0.72517,165
1987,Tajikistan,81,83,70,0.04216,75
1987,Turkmenistan,150,122,81,0.07038,113
1987,Latin America & the Caribbean (IDA & IBRD countries),48,107,118,-0.46697,109
1987,Timor-Leste,121,144,209,-0.88345,222
1987,Middle East & North Africa (IDA & IBRD countries),107,195,145,-0.65437,162
1987,Tonga,138,105,117,-0.50714,133
1987,South Asia (IDA & IBRD),83,158,197,-0.79193,188
1987,Sub-Saharan Africa (IDA & IBRD countries),4,144,226,-0.88345,181
1987,Trinidad and Tobago,138,97,77,-0.04563,110
1987,Tuvalu,117,156,135,-0.54728,149
1987,Tanzania,121,144,205,-0.88345,220
1987,Uganda,117,144,206,-0.88345,219
1987,Upper middle income,19,103,123,-0.55438,91
1987,Uzbekistan,142,51,64,0.27966,79
1987,St. Vincent and the Grenadines,41,98,73,0.15478,62
1987,Venezuela,144,108,78,0.1167,108
1987,British Virgin Islands,88,28,26,0.39481,36
1987,Virgin Islands (U.S.),144,57,107,0.01366,117
1987,Vanuatu,142,194,132,-0.18478,143
1987,World,144,139,134,-0.43464,145
1987,Samoa,86,63,113,-0.40169,112
1987,Kosovo,39,92,85,0.19585,63
1987,"Yemen, Rep.",144,152,171,-1.01432,203
1987,Zambia,144,150,175,-1.01139,204
1987,Zimbabwe,144,200,152,-0.74736,180
1988,Aruba,101,68,32,0.34915,61
1988,Africa Eastern and Southern,126,151,238,-0.88345,240
1988,Afghanistan,126,151,237,-0.88345,239
1988,Africa Western and Central,126,151,236,-0.88345,238
1988,Angola,126,151,235,-0.88345,237
1988,Albania,126,123,89,0.07727,112
1988,Arab World,109,176,196,-0.99764,211
1988,Armenia,98,202,191,-0.78443,209
1988,Antigua and Barbuda,109,125,76,0.07033,102
1988,Azerbaijan,91,116,91,0.16264,98
1988,Burundi,77,151,231,-0.88345,221
1988,Benin,35,151,209,-0.88345,180
1988,Burkina Faso,77,177,194,-0.96525,195
1988,Bangladesh,52,171,201,-0.83192,183
1988,"Bahamas, The",95,83,66,0.21675,79
1988,Bosnia And Herzegovina,86,75,79,-0.07823,92
1988,Belarus,97,98,58,0.2528,80
1988,Belize,35,19,106,0.19634,56
1988,Bermuda,35,10,18,0.65885,14
1988,Bolivia,82,155,181,-1.01139,190
1988,Barbados,93,60,37,0.21531,64
1988,Brunei Darussalam,77,86,62,0.23611,71
1988,Bhutan,81,160,182,-0.99003,189
1988,Botswana,82,195,160,-0.86569,169
1988,Central African Republic,18,171,200,-0.87423,166
1988,Central Europe and the Baltics,146,118,87,0.00873,117
1988,Channel Islands,146,66,21,0.67262,55
1988,Ivory Coast,11,182,171,-0.68899,150
1988,Cameroon,18,154,179,-0.99631,159
1988,"Congo, Dem. Rep.",162,151,205,-0.88345,225
1988,"Congo, Rep.",157,156,178,-0.99599,215
1988,Comoros,162,166,203,-0.79099,221
1988,Cabo Verde,77,73,120,-0.41695,119
1988,Caribbean small states,18,19,107,0.16137,47
1988,Cuba,61,34,24,0.34343,33
1988,Curacao,45,55,61,0.21873,53
1988,Czech Republic,47,150,85,-0.05299,89
1988,Djibouti,8,172,198,-0.88825,158
1988,Dominica,8,123,89,0.07727,57
1988,Dominican Republic,8,27,104,0.04869,43
1988,East Asia & Pacific (excluding high income),160,163,95,0.00947,129
1988,Early-demographic dividend,8,194,156,-0.60322,133
1988,East Asia & Pacific,160,21,105,0.02685,109
1988,Europe & Central Asia (excluding high income),17,63,81,0.02779,48
1988,Europe & Central Asia,44,94,56,0.13153,60
1988,Euro area,44,13,9,0.6652,17
1988,Eritrea,44,151,221,-0.88345,204
1988,Estonia,43,128,97,-0.02565,90
1988,Ethiopia,44,151,222,-0.88345,204
1988,European Union,16,22,11,0.8668,9
1988,Fragile and conflict affected situations,16,174,190,-1.04627,164
1988,Fiji,16,121,138,-0.24688,97
1988,Faroe Islands,16,56,12,0.84971,15
1988,"Micronesia, Fed. Sts.",123,105,131,-0.35074,140
1988,Gabon,134,161,173,-0.80991,198
1988,Ghana,34,169,199,-0.8943,173
1988,Gibraltar,80,9,7,0.80832,19
1988,Guinea,80,176,197,-0.88423,197
1988,"Gambia, The",134,151,204,-0.88345,219
1988,Guinea-Bissau,80,173,192,-1.04873,199
1988,Equatorial Guinea,154,165,183,-1.09562,218
1988,Grenada,80,114,99,0.18045,99
1988,Greenland,80,200,141,-0.18478,146
1988,Guatemala,80,179,163,-0.67005,170
1988,Guam,80,111,83,0.0065,95
1988,Guyana,51,187,153,-0.64129,148
1988,High income,51,45,23,0.80762,24
1988,Honduras,51,162,143,-0.23561,129
1988,Heavily indebted poor countries (HIPC),51,178,195,-0.99528,185
